State,Institution Name,Routing Numbers
Tennessee,HomeTrust Bank,
California,Legacy Bank,
Virginia,MARINE,
Florida,METRO,
Illinois,Millennium Bank,
Georgia,PromiseOne Bank,
Massachusetts,Safra National Bank of New York,
Illinois,State Street Bank and Trust Company,
New York,TRI-COUNTY,
Kansas,The First State Bank,
New Jersey,TrustCo Bank,
Colorado,Union Bank and Trust Company,
Illinois,"United Fidelity Bank, fsb",
California,"Zions Bancorporation, N.A.",
Minnesota,Alliance Bank,
Kansas,"BOKF, National Association",
Louisiana,CHEVRON,
New Jersey,"Capital One, National Association",
Georgia,Citizens Community Bank,
Illinois,EMPEOPLE,
Indiana,EVERENCE,
Kansas,FARMERS INSURANCE,
Colorado,FIRST TECHNOLOGY,
Illinois,First American Bank,
Iowa,"First Mid Bank & Trust, National Association",
Iowa,Flanagan State Bank,
Florida,"HSBC Bank USA, National Association",
Indiana,NATIONAL POLICE,
Georgia,PCB Bank,
Ohio,Peoples State Bank,
Florida,Renasant Bank,
Massachusetts,"Santander Bank, N.A.",
Georgia,Shinhan Bank America,
Colorado,"Sunflower Bank, National Association",
Georgia,TIB National Association,
Florida,U S POSTAL SERVICE,
Minnesota,ALTRA,
Wisconsin,"Associated Bank, National Association",
New Jersey,Cathay Bank,
Iowa,Citizens State Bank,
Wisconsin,ENT,
Massachusetts,"First American Trust, FSB",
Florida,Gulf Coast Bank and Trust Company,
Ohio,"Magnolia Bank, Incorporated",
Missouri,NBH Bank,
Indiana,Republic Bank & Trust Company,
Virginia,ServisFirst Bank,
Kentucky,The Peoples Bank,
California,Valley National Bank,
Tennessee,"WesBanco Bank, Inc.",
Georgia,Austin Capital Bank SSB,
Tennessee,Bank OZK,
Georgia,CREDIT UNION 1,
New York,"Citibank, National Association",021000089
California,City National Bank,
Missouri,Commercial Bank,
Texas,Community Bank,
Indiana,First Financial Bank,
Nebraska,First National Bank of Omaha,
Georgia,Hanmi Bank,
New York,JUSTICE,
California,SELF-HELP,
Georgia,"SouthState Bank, National Association",
Virginia,"TD Bank, National Association",
Missouri,UNITED,
Pennsylvania,United Bank,
Florida,Busey Bank,
Indiana,Community State Bank,
New York,Metro City Bank,
Virginia,NORTHROP GRUMMAN,
Florida,Commerce Bank,
Georgia,First Horizon Bank,
Indiana,First National Bank,
New Jersey,"Flagstar Bank, National Association",
New York,KeyBank National Association,
Missouri,Liberty Bank and Trust Company,
Tennessee,Old National Bank,
Virginia,PENTAGON,
California,CIBC National Trust Company,
Alabama,COMMUNITYAMERICA,
California,"Citizens Bank, National Association",
Georgia,First Community Bank,
California,TOGETHER,
Alabama,United Community Bank,
California,AMERICAN AIRLINES,
Texas,AMERICAN AIRLINES,
Pennsylvania,"BNY Mellon, National Association",
Ohio,Farmers State Bank,
Ohio,First State Bank,
Minnesota,BAXTER,
Kansas,First Bank,
Georgia,Truist Bank,
California,"UMB Bank, National Association",101000187
Utah,"UMB Bank, National Association",101000187
New York,"Fifth Third Bank, National Association",
Louisiana,Peoples Bank,
Georgia,Regions Bank,062003157
Utah,Regions Bank,062003157
Ohio,Woodforest National Bank,
Kansas,BMO Bank National Association,
Florida,First-Citizens Bank & Trust Company,
Virginia,First-Citizens Bank & Trust Company,
Missouri,Pinnacle Bank,
Illinois,The Northern Trust Company,
Alabama,The Huntington National Bank,042000314
Missouri,The Huntington National Bank,042000314
Georgia,U.S. Bank National Association,081000210
Ohio,U.S. Bank National Association,081000210
Illinois,NAVY FEDERAL CREDIT UNION,256074974
Ohio,NAVY FEDERAL CREDIT UNION,256074974
Georgia,"PNC Bank, National Association",051000017
North Carolina,"PNC Bank, National Association",051000017
Florida,Bank of England,
New York,Bank of England,
California,"Wells Fargo Bank, National Association",121000248
Missouri,"Wells Fargo Bank, National Association",121000248
Wisconsin,"Wells Fargo Bank, National Association",121000248
Massachusetts,"Bank of America, National Association",026009593
Pennsylvania,"Bank of America, National Association",026009593
Illinois,"JPMorgan Chase Bank, National Association",021000021
Nebraska,"JPMorgan Chase Bank, National Association",021000021
Virginia,"JPMorgan Chase Bank, National Association",021000021
