State,Institution Name,Routing Numbers
Utah,Goldman Sachs Bank USA,124085260
North Carolina,HomeTrust Bank,253170279
New York,Israel Discount Bank of New York,
North Carolina,MARINE,
Wisconsin,MEMBERS,
Georgia,Millennium Bank,
Texas,Origin Bank,
Florida,Safra National Bank of New York,
Missouri,State Bank,
Michigan,TRI-COUNTY,
Tennessee,The Farmers Bank,
Massachusetts,TrustCo Bank,
Texas,UNITED COMMUNITY,
Florida,"United Fidelity Bank, fsb",
New York,Western Alliance Bank,
Indiana,Alliance Bank,
Colorado,"BOKF, National Association",
California,CHEVRON,
Louisiana,"Capital One, National Association",
Alabama,Citizens Community Bank,
Georgia,EMPEOPLE,
Florida,EVERENCE,
California,FARMERS INSURANCE,
California,FIRST TECHNOLOGY,
Florida,First American Bank,021000441
Illinois,"First Mid Bank & Trust, National Association",
Illinois,Flanagan State Bank,
California,"HSBC Bank USA, National Association",022000020
Illinois,NATIONAL POLICE,
California,PCB Bank,
Iowa,Peoples State Bank,
Alabama,Renasant Bank,
Florida,"Santander Bank, N.A.",226071237
California,Shinhan Bank America,
California,"Sunflower Bank, National Association",
California,TIB National Association,
California,U S POSTAL SERVICE,
Colorado,ALTRA,
Nebraska,"Associated Bank, National Association",
Massachusetts,Cathay Bank,
Illinois,Citizens State Bank,
Minnesota,ENT,
Louisiana,"First American Trust, FSB",
Alabama,Gulf Coast Bank and Trust Company,
Kentucky,"Magnolia Bank, Incorporated",
Kansas,NBH Bank,
Florida,Republic Bank & Trust Company,
Tennessee,ServisFirst Bank,
Kansas,The Peoples Bank,
Alabama,Valley National Bank,
Pennsylvania,"WesBanco Bank, Inc.",
Colorado,Austin Capital Bank SSB,
North Carolina,Bank OZK,082907273
Florida,CREDIT UNION 1,
New Jersey,"Citibank, National Association",
Wisconsin,Citizens Bank,
Michigan,Commercial Bank,
Tennessee,Community Bank,
Illinois,First Financial Bank,
Missouri,First National Bank of Omaha,
California,Hanmi Bank,
Illinois,JUSTICE,
Utah,Northwest Bank,
Florida,"SouthState Bank, National Association",
Pennsylvania,"TD Bank, National Association",
Michigan,UNITED,
Ohio,United Bank,
Colorado,Busey Bank,
Illinois,Community State Bank,
New Jersey,Metro City Bank,
Utah,NORTHROP GRUMMAN,
Colorado,Commerce Bank,
Florida,First Horizon Bank,084000026
Illinois,First National Bank,
Michigan,"Flagstar Bank, National Association",
Michigan,KeyBank National Association,
Michigan,Liberty Bank and Trust Company,
North Carolina,Old National Bank,
Texas,PENTAGON,
Pennsylvania,"Wilmington Trust, National Association",
Texas,CIBC National Trust Company,
Texas,COMMUNITYAMERICA,
Virginia,"Citizens Bank, National Association",
Wisconsin,First Community Bank,
Virginia,TOGETHER,
Tennessee,United Community Bank,
Tennessee,AMERICAN AIRLINES,
Ohio,"BNY Mellon, National Association",
Missouri,Farmers State Bank,
Nebraska,First State Bank,
Massachusetts,BAXTER,
Iowa,First Bank,
Florida,Truist Bank,061000104
Virginia,Truist Bank,061000104
Texas,"UMB Bank, National Association",
Michigan,"Fifth Third Bank, National Association",071925716
Kentucky,Peoples Bank,
Florida,Regions Bank,062005690
Texas,Regions Bank,062005690
North Carolina,Woodforest National Bank,
Iowa,BMO Bank National Association,
Colorado,First-Citizens Bank & Trust Company,053100300
Texas,First-Citizens Bank & Trust Company,053100300
Kentucky,Pinnacle Bank,
Georgia,The Northern Trust Company,071000152
Wisconsin,The Northern Trust Company,071000152
Minnesota,The Huntington National Bank,044000024
Florida,U.S. Bank National Association,091000022
North Carolina,U.S. Bank National Association,091000022
Georgia,NAVY FEDERAL CREDIT UNION,256074974
North Carolina,NAVY FEDERAL CREDIT UNION,256074974
Florida,"PNC Bank, National Association",
New York,"PNC Bank, National Association",
Colorado,Bank of England,
New Jersey,Bank of England,
Alabama,"Wells Fargo Bank, National Association",121000248
Minnesota,"Wells Fargo Bank, National Association",121000248
Virginia,"Wells Fargo Bank, National Association",121000248
Kentucky,"Bank of America, National Association",071000505
Oklahoma,"Bank of America, National Association",071000505
Georgia,"JPMorgan Chase Bank, National Association",021000021
Missouri,"JPMorgan Chase Bank, National Association",021000021
Utah,"JPMorgan Chase Bank, National Association",021000021
